"distrito","cod_actividad","categoria","subcategoria","actividad","estado"
"RM 5",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Remitirse a Ficha de Distrito"
"CC 5",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas",NULL
"EE",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas",NULL
"PI",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"DSA AN1",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas",NULL
"IUS",NULL,"Equipamientos y Servicios","Transporte y Comunicaciones","Con Actividades Incómodas",NULL
"RM 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"RM 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"RM 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"CC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"CC 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1",NULL
"EE",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1",NULL
"PI",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Permitido"
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 1","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Remitirse a Ficha de Distrito"
"DSA AN1",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Depósitos","Depósito I","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Depósitos","Depósito I",NULL
"IUS",NULL,"Equipamientos y Servicios","Depósitos","Depósito I",NULL
"RM 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"RM 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"RM 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"CC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"CC 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2",NULL
"EE",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2",NULL
"PI",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Permitido"
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 2","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Remitirse a Ficha de Distrito"
"DSA AN1",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Depósitos","Depósito II","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Depósitos","Depósito II",NULL
"IUS",NULL,"Equipamientos y Servicios","Depósitos","Depósito II",NULL
"RM 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Condicionado"
"RM 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"RM 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Condicionado"
"CC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Remitirse a Ficha de Distrito"
"CC 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3",NULL
"EE",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3",NULL
"PI",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Permitido"
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 3","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Remitirse a Ficha de Distrito"
"DSA AN1",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Depósitos","Depósito III","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Depósitos","Depósito III",NULL
"IUS",NULL,"Equipamientos y Servicios","Depósitos","Depósito III",NULL
"RM 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Condicionado"
"RM 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Condicionado"
"RM 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Remitirse a Ficha de Distrito"
"CC6",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"PI",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Permitido"
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 4","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Remitirse a Ficha de Distrito"
"DSA AN1",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV",NULL
"IUS",NULL,"Equipamientos y Servicios","Depósitos","Depósito IV",NULL
"RM 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Permitido"
"RM 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Permitido"
"RM 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Permitido"
"CC6",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5",NULL
"EE",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5",NULL
"PI",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Permitido"
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Depósitos","Depósito 5","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Permitido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Depósitos","Depósito V","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Depósitos","Depósito V",NULL
"IUS",NULL,"Equipamientos y Servicios","Depósitos","Depósito V",NULL
"RM 1",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Condicionado"
"RM 3",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Condicionado"
"RM 4",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Condicionado"
"CC 4",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Remitirse a Ficha de Distrito"
"CC 5",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales",NULL
"EE",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales",NULL
"PI",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Permitido"
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Remitirse a Ficha de Distrito"
"DSA AN1",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Servicios Industriales","Servicios Industriales","Prohibido"
